水,,雨天,,0.05,0.05,171,207,188,1.6,85.5,,10000,25,3.0,4.847,0.564,1.175,0.875,甲殼寶可夢,甲殼上的噴射口能夠精確地瞄準目標。射出的水彈可以命中５０公尺外的空罐子。
水,,雨天,,0.05,0.05,171,207,188,1.6,85.5,,10000,25,3.0,4.847,0.564,1.175,0.875,甲殼寶可夢,甲殼上的噴射口能夠精確地瞄準目標。射出的水彈可以命中５０公尺外的空罐子。
蟲,,雨天,,0.5,0.2,55,55,128,0.3,2.9,12,10000,25,1.0,2.295,0.102,0.306,0.5,蟲寶寶寶可夢,食慾很強，轉眼間就能吃掉比自己身體還要大的葉子。會從觸角釋放出強烈的臭氣。
蟲,,雨天,,0.25,0.09,45,80,137,0.7,9.9,50,10000,25,1.0,2.632,0.117,0.643,0.5,蛹寶可夢,包裹身體的外殼像鐵板一般堅硬。之所以不怎麼動，是因為殼裡面的柔軟身體正在為進化做準備。
蟲,飛行,雨天,強風,0.125,0.06,167,137,155,1.1,32.0,,10000,25,1.0,4.995,0.167,0.555,0.5,蝴蝶寶可夢,尋找美味花蜜的能力非常優秀，會從開在離家１０公里遠之處的花朵上採集花蜜回來。
蟲,毒,雨天,陰天,0.5,0.2,63,50,120,0.3,3.2,12,10000,25,1.0,1.567,0.104,0.209,0.5,毛毛蟲寶可夢,有著非常靈敏的嗅覺。能用大大的紅鼻子聞出自己喜歡吃和不喜歡吃的葉子。
蟲,毒,雨天,陰天,0.25,0.09,46,75,128,0.6,10.0,50,10000,25,1.0,2.812,0.25,0.75,0.5,蛹寶可夢,雖然掛在樹上幾乎一動也不動，但體內正為了進化而忙碌準備著。證據就是牠的身體會變得很熱。
蟲,毒,雨天,陰天,0.125,0.06,169,130,163,1.0,29.5,,10000,25,1.0,3.465,0.308,0.578,0.5,毒蜂寶可夢,大針蜂非常重視自己的地盤，為了安全起見，最好不要接近牠的住處。一旦生氣就會成群結隊襲擊而來。
一般,飛行,多雲,強風,0.5,0.2,85,73,120,0.3,1.8,12,10000,25,1.0,1.89,0.134,0.252,0.5,小鳥寶可夢,因為方向感非常好，所以無論到了離巢穴多遠的地方，都能不迷路地飛回巢穴。
一般,飛行,多雲,強風,0.25,0.09,117,105,160,1.1,30.0,50,10000,25,1.0,4.0,0.316,0.691,0.5,鳥寶可夢,會飛在空中巡視自己廣大的地盤。要是有誰膽敢侵犯牠的地盤，牠會毫不留情地用利爪狠狠教訓一番。
一般,飛行,多雲,強風,0.125,0.06,166,154,195,1.5,39.5,,10000,25,1.0,5.4,0.36,1.008,0.5,鳥寶可夢,有著亮麗羽毛的寶可夢。有許多訓練家被大比鳥頭上美麗的羽毛深深吸引而開始培育牠。
一般,,多雲,,0.5,0.2,103,70,102,0.3,3.5,25,10000,25,1.0,1.89,0.189,0.252,0.5,鼠寶可夢,戒心很強，就算睡著的時候也會轉動耳朵聆聽周圍的動靜。會在任何地方築巢定居。
惡,一般,起霧,多雲,0.5,0.2,103,70,102,0.3,3.8,25,10000,25,1.0,1.89,0.189,0.252,0.5,鼠寶可夢,每天夜裡都會為了尋找食物而潛入人們家中。牠們的大量出現已經成了社會問題。
一般,,多雲,,0.2,0.07,161,139,146,0.7,18.5,,10000,25,1.0,3.949,0.292,0.585,0.5,鼠寶可夢,堅硬的牙齒會不斷生長，所以會透過啃咬岩石或大樹來磨牙。房屋的牆壁有時也會變成牠的啃咬對象。
惡,一般,起霧,多雲,0.2,0.07,135,154,181,0.7,25.5,,10000,25,1.0,3.949,0.292,0.585,0.5,鼠寶可夢,帶領小拉達們組成群體。群體之間的關係很惡劣，會為了爭奪覓食地而激烈爭鬥。
一般,飛行,多雲,強風,0.5,0.15,112,60,120,0.3,2.0,50,10000,25,1.0,2.22,0.148,0.266,0.5,小鳥寶可夢,響亮的叫聲可以傳到１公里之外。當四處傳來高亢的叫聲時，就是牠們通知夥伴有危險的信號。
一般,飛行,多雲,強風,0.2,0.07,182,133,163,1.2,38.0,,10000,25,1.0,3.938,0.252,0.63,0.5,鳥嘴寶可夢,長長的脖子和鳥嘴十分便於捕捉土裡或水中的獵物。能靈巧地用細長的鳥嘴夾住獵物。
毒,,陰天,,0.5,0.15,110,97,111,2.0,6.9,50,50000,50,3.0,3.244,0.26,0.346,0.5,蛇寶可夢,之所以一圈圈蜷起身體睡覺，是為了不管敵人從哪個方向襲來，都能立刻把頭轉過去威嚇對方。
毒,,陰天,,0.2,0.07,167,153,155,3.5,65.0,,50000,50,3.0,5.074,0.41,1.353,0.5,眼鏡蛇寶可夢,勒緊的力量非常強大，連鐵桶都能擠扁。一旦被纏住就絕對無法逃脫。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,50,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,全男性,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,全男性,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,全女性,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,全女性,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,全女性,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.2,0.1,112,96,111,0.4,6.0,,10000,25,1.0,2.775,0.185,0.518,0.5,鼠寶可夢,會對第一次看見的東西發出電擊。當有燒焦的樹果落下時，就是牠搞錯了電擊強度的證明。
電,,雨天,,0.1,0.06,193,151,155,0.8,30.0,,10000,25,1.0,4.0,0.27,0.54,0.5,鼠寶可夢,電力袋中儲存了過多的電力時，就會把尾巴貼著地面放電。巢穴附近的地面上會有燒焦的痕跡。
電,超能力,雨天,強風,0.1,0.06,201,154,155,0.7,21.0,,10000,25,1.0,4.0,0.27,0.54,0.5,鼠寶可夢,如果搓揉牠的臉頰，就會飄散出甜美的芳香，但是會有輕微的麻痺感。
地面,,晴天,,0.5,0.1,126,120,137,0.6,12.0,50,50000,50,3.0,3.0,0.258,0.484,0.5,鼠寶可夢,因為有著能夠充分吸收水分的身體構造，所以在乾燥的沙地上生活也沒問題。會將身體蜷成一團來防禦敵人的攻擊。
冰,鋼,下雪,,0.5,0.1,125,129,137,0.7,40.0,50,50000,50,3.0,3.0,0.258,0.484,0.5,鼠寶可夢,背上的皮膚硬如鋼鐵。因為柔軟的肚子會成為攻擊目標，所以牠會死命地趴在地上。
地面,,晴天,,0.2,0.06,182,175,181,1.0,29.5,,50000,50,3.0,3.75,0.35,0.9,0.5,鼠寶可夢,身上的刺是皮膚硬化後形成的。身上的老刺每年會脫落１次，然後從下面長出新刺。
冰,鋼,下雪,,0.2,0.06,177,195,181,1.2,55.0,,50000,50,3.0,3.75,0.35,0.9,0.5,鼠寶可夢,很久以前曾經棲息在沙漠裡。會用銳利的爪子牢牢插進山壁，即使攀爬冰山也不會滑落。
毒,,陰天,,0.5,0.15,86,89,146,0.4,7.0,25,50000,50,3.0,2.775,0.185,0.37,全女性,毒針寶可夢,人們認為牠是為了保護自己嬌小的身體才演化出了威力強大的毒針。生氣時會從角的尖端噴出劇毒。
毒,,陰天,,0.25,0.07,117,120,172,0.8,20.0,100,50000,50,3.0,3.291,0.292,0.585,全女性,毒針寶可夢,和夥伴及家人在一起的時候，會收起尖刺以避免傷到彼此。一旦離開夥伴似乎就會變得不安。
毒,地面,陰天,晴天,0.125,0.05,180,173,207,1.3,60.0,,50000,50,3.0,4.436,0.455,0.796,全女性,鑽錐寶可夢,擅長利用長滿堅硬鱗片的身體將對手撞飛的攻擊。在保護孩子的時候會發揮最強的力量。
毒,,陰天,,0.5,0.15,105,76,130,0.5,9.0,25,50000,50,3.0,3.544,0.252,0.315,全男性,毒針寶可夢,牽動耳朵的肌肉十分發達，可以隨意將耳朵轉動到任何方向。是無論多小的聲音也不會漏聽的寶可夢。
毒,,陰天,,0.25,0.07,137,111,156,0.9,19.5,100,50000,50,3.0,3.712,0.297,0.594,全男性,毒針寶可夢,有著比鑽石還要堅硬的角。感覺到敵人的氣息時，背上的刺會一起豎起來全力迎敵。
毒,地面,陰天,晴天,0.125,0.05,204,156,191,1.4,62.0,,50000,50,3.0,4.894,0.548,0.87,全男性,鑽錐寶可夢,粗壯的尾巴揮出的一擊有著能將堅固鐵塔折斷的驚人破壞力。一旦鬧了起來就無人能擋。
妖精,,陰天,,0.3,0.1,107,108,172,0.6,7.5,50,10000,25,1.0,3.375,0.312,0.75,0.25,妖精寶可夢,在滿月的夜晚會精力十足地玩耍。破曉時玩累了的皮皮們就會回到安靜的深山裡和夥伴們依偎在一起睡覺。
妖精,,陰天,,0.1,0.06,178,162,216,1.3,40.0,,10000,25,1.0,5.423,0.445,1.113,0.25,妖精寶可夢,會用翅膀像飛一樣地跳著走。就算要在水面上行走也沒問題。會在寂靜的月夜漫步湖上。
火,,晴天,,0.3,0.1,96,109,116,0.6,9.9,50,50000,50,3.0,4.0,0.315,0.63,0.25,狐狸寶可夢,出生的時候是１根白色的尾巴。在受到了足夠的關愛之後，就會分成６根並變成漂亮的捲毛。
冰,,下雪,,0.3,0.1,96,109,116,0.6,9.9,50,50000,50,3.0,4.0,0.315,0.63,0.25,狐狸寶可夢,成群結隊地互助生活。會吐出零下５０度的氣息，將獵物牢牢凍住後再進食。
火,,晴天,,0.1,0.06,169,190,177,1.1,19.9,,50000,50,3.0,4.7,0.36,0.96,0.25,狐狸寶可夢,能從鮮紅的眼睛裡發出奇怪的光線，自由操縱對手的心靈。據說牠的壽命長達１０００年。
冰,妖精,下雪,陰天,0.1,0.06,170,193,177,1.1,19.9,,50000,50,3.0,4.7,0.36,0.96,0.25,狐狸寶可夢,據說九尾棲息的山中會有神靈來訪，所以過去是禁止入山的。
一般,妖精,多雲,陰天,0.5,0.1,80,41,251,0.5,5.5,50,10000,25,1.0,3.84,0.32,0.64,0.25,氣球寶可夢,因為擁有能夠隨意改變聲音波長的聲帶，所以能以對手最容易睡著的波長來唱歌。
一般,妖精,多雲,陰天,0.2,0.06,156,90,295,1.0,12.0,,10000,25,1.0,4.589,0.356,0.89,0.25,氣球寶可夢,在圓圓的大眼睛的表面，總是覆蓋著一層薄薄的淚膜。即使黏上灰塵也能立刻洗掉。
毒,飛行,陰天,強風,0.5,0.2,83,73,120,0.8,7.5,25,10000,25,1.0,4.815,0.053,0.053,0.5,蝙蝠寶可夢,白天之所以一直待在陰暗的地方，是因為長時間受到陽光照射，全身就會被輕微灼傷。
毒,飛行,陰天,強風,0.2,0.07,161,150,181,1.6,55.0,100,10000,25,1.0,5.0,0.035,0.035,0.5,蝙蝠寶可夢,非常喜歡生物的血液。大多是在深夜時間活動，會在夜空中飛來飛去尋找鮮血。
草,毒,晴天,陰天,0.6,0.15,131,112,128,0.5,5.4,25,50000,50,3.0,3.038,0.203,0.506,0.5,雜草寶可夢,白天會把身體埋進地下，用全身吸收土壤中的營養。據說土壤越肥沃，葉子就越有光澤。
草,毒,晴天,陰天,0.3,0.07,153,136,155,0.8,8.6,100,50000,50,3.0,3.712,0.412,0.88,0.5,雜草寶可夢,感到危險的時候，雌蕊放出的臭味會變得更加強烈，但心平氣和的時候不會放出臭味。
草,毒,晴天,陰天,0.15,0.05,202,167,181,1.2,18.6,,50000,50,3.0,6.21,1.012,1.196,0.5,花寶可夢,毒花粉會引起嚴重的過敏反應。在叢林裡就算發現了美麗的花朵，也不要隨便接近比較好哦。
蟲,草,雨天,晴天,0.4,0.15,121,99,111,0.3,5.4,50,50000,50,3.0,2.88,0.192,0.32,0.5,蘑菇寶可夢,從派拉斯身上吸取養分而長大的蘑菇被稱為冬蟲夏草。是被當成長壽之藥的貴重蘑菇。
蟲,草,雨天,晴天,0.2,0.07,165,146,155,1.0,29.5,,50000,50,3.0,4.734,0.455,1.01,0.5,蘑菇寶可夢,派拉斯特會成群貼在大樹的根部吸取養分。樹枯萎後會一起轉移到其他的樹上。
蟲,毒,雨天,陰天,0.5,0.15,100,100,155,1.0,30.0,50,50000,50,3.0,4.393,0.6,0.71,0.5,昆蟲寶可夢,據說為了保護自己，變得全身長滿了堅硬細小的體毛。有著不會放過任何小獵物的眼睛。
蟲,毒,雨天,陰天,0.2,0.07,179,143,172,1.5,12.5,,50000,50,3.0,4.32,0.36,0.72,0.5,毒蛾寶可夢,具有夜行性，會在夜間開始活動。喜歡捕食被路燈的燈光吸引而聚集在一起的小蟲子。
地面,,晴天,,0.5,0.1,109,78,67,0.2,0.8,50,50000,50,3.0,2.25,0.16,0.4,0.5,鼴鼠寶可夢,幾乎所有的農家都有培育地鼠。因為被地鼠挖過洞的土地等於經過了適度的耕耘，能夠種出美味的蔬菜。
地面,鋼,晴天,下雪,0.5,0.1,108,81,67,0.2,1.0,50,50000,50,3.0,2.25,0.16,0.4,0.5,鼴鼠寶可夢,比其他地區的地鼠更有力氣。這是在熔岩地質的地層中挖掘前進而鍛鍊出來的。
地面,,晴天,,0.2,0.06,167,134,111,0.7,33.3,,50000,50,3.0,4.5,0.448,0.84,0.5,鼴鼠寶可夢,因為是從一個身體長出來的三胞胎，所以大家想的事情是一樣的。可以同心協力挖到任何地方。
地面,鋼,晴天,下雪,0.2,0.06,201,142,111,0.7,66.6,,50000,50,3.0,4.5,0.448,0.84,0.5,鼴鼠寶可夢,閃著金光的鬍鬚是靈敏度極高的感應器。就連數公里外的聲音也能透過振動感應到。
一般,,多雲,,0.5,0.15,92,78,120,0.4,4.2,50,50000,50,3.0,3.0,0.128,0.4,0.5,妖怪貓寶可夢,可以收起尖銳的爪子，躡手躡腳無聲無息地行走。不知為何非常喜歡閃閃發亮的硬幣。
惡,,起霧,,0.5,0.15,99,78,120,0.4,4.2,50,50000,50,3.0,3.0,0.128,0.4,0.5,妖怪貓寶可夢,在遙遠的過去由當時興旺的王族從其他地區帶到此地。性格任性且自尊心很強。
鋼,,下雪,,0.45,0.1,115,92,137,0.4,7.5,50,50000,50,3.0,3.0,0.128,0.4,0.5,妖怪貓寶可夢,和好戰的海洋民族一起生活，久而久之身體的各個地方就都變成了黑鐵。
一般,,多雲,,0.2,0.07,150,136,163,1.0,32.0,,50000,50,3.0,3.998,0.328,0.615,0.5,暹羅貓寶可夢,６根粗硬鬍鬚的功用是感知空氣的流動來判斷周圍的狀況。鬍鬚被抓住後就會變得溫順起來。
惡,,起霧,,0.2,0.07,158,136,163,1.1,33.0,,50000,50,3.0,3.998,0.328,0.615,0.5,暹羅貓寶可夢,圓圓的臉是富貴的象徵。人們認為有著豐滿體態和大臉的貓老大才美。
水,,雨天,,0.5,0.1,122,95,137,0.8,19.6,50,50000,50,3.0,3.75,0.291,0.606,0.5,鴨寶可夢,從發揮著神奇力量的可達鴨身上觀測到了應該只有在睡眠時才會出現的腦波，因此在學術界造成了話題。
水,,雨天,,0.2,0.06,191,162,190,1.7,76.6,,50000,50,3.0,4.5,0.233,0.814,0.5,鴨寶可夢,手腳上的蹼和流線型的身體使牠能以驚人的速度在水中游動。速度絕對比金牌運動員快得多。
格鬥,,陰天,,0.5,0.1,148,82,120,0.5,28.0,50,50000,50,3.0,3.628,0.194,0.645,0.5,豬猴寶可夢,身體顫抖，鼻息變得急促是牠即將發怒的前兆，但因為總是瞬間暴怒，所以根本來不及逃跑。
格鬥,,陰天,,0.2,0.06,207,138,163,1.0,32.0,,50000,50,3.0,4.312,0.46,1.104,0.5,豬猴寶可夢,暴怒會促進血液循環，讓肌肉的力量變得更強。但是大腦的運轉會因此變慢。
火,,晴天,,0.3,0.1,136,93,146,0.7,19.0,50,50000,50,3.0,4.125,0.234,0.585,0.75,小狗寶可夢,嗅覺靈敏，只要是聞過的味道，不管發生什麼都不會忘記。會靠氣味來察覺對手的情緒。
火,,晴天,,0.1,0.06,227,166,207,1.9,155.0,,50000,50,3.0,5.55,0.7,0.74,0.75,傳說寶可夢,據說牠是一個晝夜能跑上１００００公里距離的快速寶可夢。體內熊熊燃燒的火焰是牠的力量來源。
水,,雨天,,0.5,0.15,101,82,120,0.6,12.4,25,50000,50,3.0,3.75,0.312,0.75,0.5,蝌蚪寶可夢,雖然牠的皮膚薄得能看見裡頭漩渦狀的內臟，但卻有著能反彈尖牙的彈力。
水,,雨天,,0.25,0.07,130,123,163,1.0,20.0,100,50000,50,3.0,5.513,0.49,0.882,0.5,蝌蚪寶可夢,覆蓋在身體表面的液體讓牠的身體總是濕濕黏黏的。即使被敵人捉住，也能滑溜溜地輕易逃脫。
水,格鬥,雨天,陰天,0.125,0.05,182,184,207,1.3,54.0,,50000,50,3.0,6.128,0.645,1.118,0.5,蝌蚪寶可夢,發達強韌的肌肉無論怎麼運動都不會覺得疲勞。甚至可以輕鬆橫渡太平洋。
超能力,,強風,,0.5,0.99,195,82,93,0.9,19.5,25,50000,50,3.0,4.5,0.28,0.56,0.75,念力寶可夢,１天有１８個小時都在睡覺的寶可夢。就算睡著了，也能察覺到敵人出現並使出瞬間移動來逃走。
超能力,,強風,,0.25,0.07,232,117,120,1.3,56.5,100,50000,50,3.0,5.006,0.445,0.89,0.75,念力寶可夢,會發出能引起頭痛的特殊阿爾法波。如果沒有強大的精神力，是無法成為勇基拉的訓練家的。
超能力,,強風,,0.1,0.05,271,167,146,1.5,48.0,,50000,50,3.0,4.781,0.425,0.935,0.75,念力寶可夢,因為腦袋不斷變大，頭重到連脖子都無法支撐，所以牠是用超能力來支撐自己的頭。
格鬥,,陰天,,0.5,0.1,137,82,172,0.8,19.5,25,50000,50,3.0,3.3,0.22,0.55,0.75,怪力寶可夢,擁有特殊肌肉的寶可夢。不管怎樣運動都不會感到疼痛。有著可以扔飛１００個成年人的力量。
格鬥,,陰天,,0.25,0.07,177,125,190,1.5,70.5,100,50000,50,3.0,4.777,0.546,1.092,0.75,怪力寶可夢,鍛鍊過的肌肉硬如鋼鐵。是一種擁有怪力，只需１根手指就能輕鬆舉起相撲力士的寶可夢。
格鬥,,陰天,,0.1,0.05,234,159,207,1.6,130.0,,50000,50,3.0,4.7,0.579,1.246,0.75,怪力寶可夢,有著能夠扔飛一切東西的力量，但要做細微的動作時手臂會纏在一起。身體會比大腦先一步行動。
草,毒,晴天,陰天,0.5,0.15,139,61,137,0.7,4.0,25,50000,50,3.0,3.386,0.194,0.452,0.5,花寶可夢,無論多強的攻擊都能靠著彎曲纖細柔軟的身體來迴避。會從口中吐出連鐵都能融化的液體。
草,毒,晴天,陰天,0.25,0.07,172,92,163,1.0,6.4,100,50000,50,3.0,4.875,0.25,0.95,0.5,捕蠅寶可夢,到了晚上就會用臀部的鉤子掛在樹枝上睡覺。如果睡相不好，早上就會掉到地上。
草,毒,晴天,陰天,0.125,0.05,207,135,190,1.7,15.5,,50000,50,3.0,5.355,0.336,1.428,0.5,捕蠅寶可夢,會讓長在頭上的藤蔓像小生物一樣動來動去引誘獵物。等獵物靠近時就會張開大嘴一口吞掉。
水,毒,雨天,陰天,0.5,0.15,97,149,120,0.9,45.5,50,50000,50,3.0,3.445,0.21,0.919,0.5,水母寶可夢,因為身體的絕大部分都是由水組成，所以離開大海後就會變得乾巴巴的。看見牠變得乾巴巴時，把牠放回大海去吧。
水,毒,雨天,陰天,0.2,0.07,166,209,190,1.6,55.0,,50000,50,3.0,4.92,0.492,1.23,0.5,水母寶可夢,頭上的紅色珠子發光時，會向周圍發射強烈的超音波。據說那時海面會掀起巨大的波浪。
岩石,地面,多雲,晴天,0.5,0.1,132,132,120,0.4,20.0,25,10000,25,1.0,2.936,0.392,0.131,0.5,岩石寶可夢,越是長壽的小拳石，身上被磨掉的棱角也就越多，也會變得越圓。但脾氣卻一直都是又臭又硬十分粗暴。
岩石,電,多雲,雨天,0.5,0.1,132,132,120,0.4,20.3,25,10000,25,1.0,2.936,0.392,0.131,0.5,岩石寶可夢,會用頭錘與夥伴競爭。頭上的鐵沙會被磁力較強的那一方吸過去。
岩石,地面,多雲,晴天,0.25,0.07,164,164,146,1.0,105.0,100,10000,25,1.0,5.228,0.492,0.697,0.5,岩石寶可夢,靠著吃岩石成長的寶可夢。好像比較愛吃長著苔蘚的岩石。每天要吃掉１噸的岩石。
岩石,電,多雲,雨天,0.25,0.07,164,164,146,1.0,110.0,100,10000,25,1.0,5.228,0.492,0.697,0.5,岩石寶可夢,受到愛吃的石頭影響，牠的全身都帶著電。性格非常好鬥。
岩石,地面,多雲,晴天,0.125,0.05,211,198,190,1.4,300.0,,10000,25,1.0,4.725,0.63,1.092,0.5,重量級寶可夢,當發生大地震的時候，住在山上的隆隆岩有時會幾隻一起轟隆隆地滾到山腳下來哦。
岩石,電,多雲,雨天,0.125,0.05,211,198,190,1.7,316.0,,10000,25,1.0,4.725,0.63,1.092,0.5,重量級寶可夢,會發射帶電的大岩石。被擊中的地點周圍會迸發出驚人的電擊。
火,,晴天,,0.4,0.1,170,127,137,1.0,30.0,50,50000,50,3.0,3.7,0.253,0.631,0.5,火馬寶可夢,剛出生的時候連站起來也很不容易，但在跌跌撞撞地追趕雙親的過程中，下盤會被鍛鍊得十分結實。
超能力,,強風,,0.4,0.1,170,127,137,0.8,24.0,50,50000,50,3.0,3.7,0.253,0.631,0.5,一角寶可夢,小小的角裡蘊藏著治癒之力。如果只是一點小傷，牠只要用角輕擦傷口就能治癒。
火,,晴天,,0.15,0.06,207,162,163,1.7,95.0,,50000,50,3.0,4.2,0.5,0.891,0.5,火馬寶可夢,雖然平時總是悠閒地在原野上到處跑，但一旦認真起來，鬃毛上的火焰就會燃燒，以２４０公里的時速開始奔馳。
超能力,妖精,強風,陰天,0.15,0.06,207,162,163,1.7,80.0,,50000,50,3.0,5.0,0.5,0.891,0.5,一角寶可夢,會從角發射強力的精神利刃。那超群的破壞力甚至可以在厚厚的鐵板上開出洞來。
水,超能力,雨天,強風,0.5,0.1,109,98,207,1.2,36.0,50,50000,50,3.0,3.5,0.316,0.513,0.5,憨憨寶可夢,會把尾巴放進河裡釣食物，但釣著釣著就會忘記自己在做什麼，然後就會躺在河邊直到１天結束。
水,超能力,雨天,強風,0.5,0.1,109,98,207,1.2,36.0,50,50000,50,3.0,3.5,0.316,0.513,0.5,憨憨寶可夢,會把尾巴放進河裡釣食物，但釣著釣著就會忘記自己在做什麼，然後就會躺在河邊直到１天結束。
超能力,,強風,,0.5,0.1,109,98,207,1.2,36.0,50,50000,50,3.0,3.5,0.316,0.513,0.5,憨憨寶可夢,平時一直都在發呆， 但偶爾會突然露出銳利的神色。 據說這和牠所吃的食物有關。
水,超能力,雨天,強風,0.2,0.06,177,180,216,1.6,78.5,,50000,50,3.0,4.781,0.425,0.85,0.5,寄居蟹寶可夢,因為大舌貝咬著尾巴而無法釣食物的呆殼獸只能不情不願地到水裡游泳捕食。
水,超能力,雨天,強風,0.2,0.06,177,180,216,1.6,78.5,,50000,50,3.0,4.781,0.425,0.85,0.5,寄居蟹寶可夢,因為大舌貝咬著尾巴而無法釣食物的呆殼獸只能不情不願地到水裡游泳捕食。
